Mod:Item:MetaData, Localized Name
modernmetals:osmium_fishing_rod, Osmium Удочка
modernmetals:osmium_wall, Osmium Wall
modernmetals:osmium_bow, Osmium Лук
modernmetals:osmium_leggings, Osmium Поножки
modernmetals:osmium_shield, Osmium Щит
modernmetals:osmium_horse_armor, Osmium Конская Броня
modernmetals:osmium_shears, Osmium Ножницы
modernmetals:osmium_button, Osmium Button
modernmetals:osmium_smallpowder, Маленькая Кучка Измельчённого Osmium
modernmetals:osmium_stairs, Osmium Stairs
modernmetals:osmium_crushed_purified, Purified Crushed Osmium Руда
modernmetals:osmium_plate, Osmium Plate
modernmetals:osmium_crackhammer, Osmium Измельчающий Молот
modernmetals:osmium_ore, Osmium Руда
modernmetals:osmium_gear, Osmium Шестерня
modernmetals:osmium_bars, Osmium Прутья
modernmetals:osmium_powder, Измельчённый Osmium
modernmetals:osmium_boots, Osmium Ботинки
modernmetals:osmium_axe, Osmium Топор
modernmetals:osmium_door, Osmium Двери
modernmetals:osmium_pickaxe, Osmium Кирка
modernmetals:osmium_hoe, Osmium Мотыга
modernmetals:osmium_ingot, Osmium Слиток
modernmetals:osmium_rod, Osmium Стержень
modernmetals:osmium_shovel, Osmium Лопата
modernmetals:osmium_sword, Osmium Меч
modernmetals:osmium, Molten Osmium
modernmetals:osmium_trapdoor, Osmium Люк
modernmetals:osmium_chestplate, Osmium Нагрудник
modernmetals:osmium_helmet, Osmium Шлем
modernmetals:osmium_arrow, Osmium Стрела
modernmetals:osmium_pressure_plate, Osmium Pressure Plate
modernmetals:osmium_nugget, Osmium Самородок
modernmetals:osmium_dense_plate, Dense Osmium Plate
modernmetals:rutile_stairs, Rutile Stairs
modernmetals:rutile_slab, Rutile Slab
modernmetals:rutile_crossbow, Rutile Арбалет
modernmetals:rutile_plate, Rutile Plate
modernmetals:rutile_clump, Rutile Clump
modernmetals:rutile_casing, Rutile Item Casing
modernmetals:rutile_crushed, Crushed Rutile Руда
modernmetals:rutile_bolt, Rutile Арбалетная Стрела
modernmetals:rutile_fishing_rod, Rutile Удочка
modernmetals:rutile_bars, Rutile Прутья
modernmetals:rutile_ore, Rutile Руда
modernmetals:rutile_bow, Rutile Лук
modernmetals:rutile_leggings, Rutile Поножки
modernmetals:rutile_shield, Rutile Щит
modernmetals:rutile_horse_armor, Rutile Конская Броня
modernmetals:rutile_shears, Rutile Ножницы
modernmetals:rutile_smallpowder, Маленькая Кучка Измельчённого Rutile
modernmetals:rutile_powder_dirty, Dirty Rutile Dust
modernmetals:rutile_lever, Rutile Lever
modernmetals:rutile_shard, Rutile Shard
modernmetals:rutile_crushed_purified, Purified Crushed Rutile Руда
modernmetals:rutile_trapdoor, Rutile Люк
modernmetals:rutile_crackhammer, Rutile Измельчающий Молот
modernmetals:rutile_gear, Rutile Шестерня
modernmetals:rutile_pressure_plate, Rutile Pressure Plate
modernmetals:rutile_powder, Измельчённый Rutile
modernmetals:rutile_boots, Rutile Ботинки
modernmetals:rutile_axe, Rutile Топор
modernmetals:rutile_door, Rutile Двери
modernmetals:rutile_pickaxe, Rutile Кирка
modernmetals:rutile_hoe, Rutile Мотыга
modernmetals:rutile_block, Блок Rutile
modernmetals:rutile_ingot, Rutile Слиток
modernmetals:rutile_rod, Rutile Стержень
modernmetals:rutile_shovel, Rutile Лопата
modernmetals:rutile_crystal, Rutile Crystal
modernmetals:rutile_sword, Rutile Меч
modernmetals:rutile, Molten Rutile
modernmetals:rutile_chestplate, Rutile Нагрудник
modernmetals:rutile_helmet, Rutile Шлем
modernmetals:rutile_arrow, Rutile Стрела
modernmetals:rutile_nugget, Rutile Самородок
modernmetals:rutile_button, Rutile Button
modernmetals:rutile_wall, Rutile Wall
modernmetals:rutile_dense_plate, Dense Rutile Plate
modernmetals:tantalum_slab, Tantalum Slab
modernmetals:tantalum_crossbow, Tantalum Арбалет
modernmetals:tantalum_clump, Tantalum Clump
modernmetals:tantalum_casing, Tantalum Item Casing
modernmetals:tantalum_crushed, Crushed Tantalum Руда
modernmetals:tantalum_bolt, Tantalum Арбалетная Стрела
modernmetals:tantalum_fishing_rod, Tantalum Удочка
modernmetals:tantalum_button, Tantalum Button
modernmetals:tantalum_ore, Tantalum Руда
modernmetals:tantalum_stairs, Tantalum Stairs
modernmetals:tantalum_bow, Tantalum Лук
modernmetals:tantalum_leggings, Tantalum Поножки
modernmetals:tantalum_shield, Tantalum Щит
modernmetals:tantalum_horse_armor, Tantalum Конская Броня
modernmetals:tantalum_shears, Tantalum Ножницы
modernmetals:tantalum_smallpowder, Маленькая Кучка Измельчённого Tantalum
modernmetals:tantalum_powder_dirty, Dirty Tantalum Dust
modernmetals:tantalum_shard, Tantalum Shard
modernmetals:tantalum_crushed_purified, Purified Crushed Tantalum Руда
modernmetals:tantalum_plate, Tantalum Plate
modernmetals:tantalum_bars, Tantalum Прутья
modernmetals:tantalum_lever, Tantalum Lever
modernmetals:tantalum_crackhammer, Tantalum Измельчающий Молот
modernmetals:tantalum_gear, Tantalum Шестерня
modernmetals:tantalum_powder, Измельчённый Tantalum
modernmetals:tantalum_boots, Tantalum Ботинки
modernmetals:tantalum_block, Блок Tantalum
modernmetals:tantalum_axe, Tantalum Топор
modernmetals:tantalum_door, Tantalum Двери
modernmetals:tantalum_wall, Tantalum Wall
modernmetals:tantalum_pickaxe, Tantalum Кирка
modernmetals:tantalum_pressure_plate, Tantalum Pressure Plate
modernmetals:tantalum_hoe, Tantalum Мотыга
modernmetals:tantalum_trapdoor, Tantalum Люк
modernmetals:tantalum_ingot, Tantalum Слиток
modernmetals:tantalum_rod, Tantalum Стержень
modernmetals:tantalum_shovel, Tantalum Лопата
modernmetals:tantalum_crystal, Tantalum Crystal
modernmetals:tantalum_sword, Tantalum Меч
modernmetals:tantalum, Molten Tantalum
modernmetals:tantalum_chestplate, Tantalum Нагрудник
modernmetals:tantalum_helmet, Tantalum Шлем
modernmetals:tantalum_arrow, Tantalum Стрела
modernmetals:tantalum_nugget, Tantalum Самородок
modernmetals:tantalum_dense_plate, Dense Tantalum Plate
modernmetals:thorium_slab, Thorium Slab
modernmetals:thorium_crossbow, Thorium Арбалет
modernmetals:thorium_lever, Thorium Lever
modernmetals:thorium_clump, Thorium Clump
modernmetals:thorium_ore, Thorium Руда
modernmetals:thorium_casing, Thorium Item Casing
modernmetals:thorium_crushed, Crushed Thorium Руда
modernmetals:thorium_bolt, Thorium Арбалетная Стрела
modernmetals:thorium_block, Блок Thorium
modernmetals:thorium_fishing_rod, Thorium Удочка
modernmetals:thorium_trapdoor, Thorium Люк
modernmetals:thorium_pressure_plate, Thorium Pressure Plate
modernmetals:thorium_bow, Thorium Лук
modernmetals:thorium_leggings, Thorium Поножки
modernmetals:thorium_shield, Thorium Щит
modernmetals:thorium_horse_armor, Thorium Конская Броня
modernmetals:thorium_shears, Thorium Ножницы
modernmetals:thorium_wall, Thorium Wall
modernmetals:thorium_smallpowder, Маленькая Кучка Измельчённого Thorium
modernmetals:thorium_powder_dirty, Dirty Thorium Dust
modernmetals:thorium_shard, Thorium Shard
modernmetals:thorium_crushed_purified, Purified Crushed Thorium Руда
modernmetals:thorium_crackhammer, Thorium Измельчающий Молот
modernmetals:thorium_stairs, Thorium Stairs
modernmetals:thorium_gear, Thorium Шестерня
modernmetals:thorium_button, Thorium Button
modernmetals:thorium_powder, Измельчённый Thorium
modernmetals:thorium_plate, Thorium Plate
modernmetals:thorium_boots, Thorium Ботинки
modernmetals:thorium_bars, Thorium Прутья
modernmetals:thorium_axe, Thorium Топор
modernmetals:thorium_door, Thorium Двери
modernmetals:thorium_pickaxe, Thorium Кирка
modernmetals:thorium_hoe, Thorium Мотыга
modernmetals:thorium_ingot, Thorium Слиток
modernmetals:thorium_rod, Thorium Стержень
modernmetals:thorium_shovel, Thorium Лопата
modernmetals:thorium_crystal, Thorium Crystal
modernmetals:thorium_sword, Thorium Меч
modernmetals:thorium, Molten Thorium
modernmetals:thorium_chestplate, Thorium Нагрудник
modernmetals:thorium_helmet, Thorium Шлем
modernmetals:thorium_arrow, Thorium Стрела
modernmetals:thorium_nugget, Thorium Самородок
modernmetals:thorium_dense_plate, Dense Thorium Plate
modernmetals:tungsten_slab, Tungsten Slab
modernmetals:tungsten_crossbow, Tungsten Арбалет
modernmetals:tungsten_clump, Tungsten Clump
modernmetals:tungsten_bars, Tungsten Прутья
modernmetals:tungsten_casing, Tungsten Item Casing
modernmetals:tungsten_crushed, Crushed Tungsten Руда
modernmetals:tungsten_bolt, Tungsten Арбалетная Стрела
modernmetals:tungsten_fishing_rod, Tungsten Удочка
modernmetals:tungsten_bow, Tungsten Лук
modernmetals:tungsten_leggings, Tungsten Поножки
modernmetals:tungsten_shield, Tungsten Щит
modernmetals:tungsten_horse_armor, Tungsten Конская Броня
modernmetals:tungsten_shears, Tungsten Ножницы
modernmetals:tungsten_smallpowder, Маленькая Кучка Измельчённого Tungsten
modernmetals:tungsten_powder_dirty, Dirty Tungsten Dust
modernmetals:tungsten_plate, Tungsten Plate
modernmetals:tungsten_shard, Tungsten Shard
modernmetals:tungsten_crushed_purified, Purified Crushed Tungsten Руда
modernmetals:tungsten_crackhammer, Tungsten Измельчающий Молот
modernmetals:tungsten_gear, Tungsten Шестерня
modernmetals:tungsten_lever, Tungsten Lever
modernmetals:tungsten_ore, Tungsten Руда
